1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
1 2
6 14
6 14
6 8
6 14
6 8
6 14
6 8
6 8
6 8
6 8
6 8
6 8
6 14
6 14
6 8
6 8
6 14
6 14
6 8
6 8
6 8
6 8
6 14
6 14
6 14
6 14
6 8
6 14
6 8
6 8
6 8
6 14
6 14
6 14
6 8
6 14
6 8
6 8
6 8
6 8
6 14
6 14
6 8
6 8
6 8
6 14
6 14
6 8
6 8
6 14
6 14
6 8
6 14
6 14
6 8
6 14
6 14
6 8
6 14
6 8
6 14
6 8
6 8
6 8
6 14
6 8
6 8
6 14
6 8
6 14
6 14
6 8
6 14
6 8
6 14
6 8
6 8
6 8
6 14
6 8
6 14
6 14
6 8
6 8
6 14
6 8
6 14
6 8
6 8
6 14
6 14
6 8
6 14
6 14
6 14
6 14
6 14
6 14
6 14
6 14
15 28
15 28
15 28
15 63
15 63
15 63
15 63
15 28
15 63
15 18
15 63
15 53
15 28
15 63
15 78
15 63
15 28
15 63
15 63
15 63
15 78
15 53
15 78
15 63
15 53
15 18
15 78
15 63
15 63
15 53
15 28
15 53
15 28
15 18
15 63
15 78
15 28
15 63
15 28
15 63
15 78
15 28
15 28
15 28
15 63
15 28
15 78
15 63
15 18
15 63
15 63
15 28
15 53
15 63
15 63
15 28
15 53
15 48
15 28
15 28
15 63
15 28
15 78
15 63
15 63
15 53
15 78
15 63
15 63
15 53
15 53
15 28
15 53
15 28
15 28
15 78
15 53
15 63
15 63
15 78
15 28
15 18
15 28
15 63
15 53
15 63
15 63
15 28
15 63
15 28
15 63
15 28
15 63
15 63
15 28
15 28
15 28
15 63
15 18
15 18
28 256
28 46
28 165
28 312
28 186
28 256
28 116
28 319
28 298
28 298
28 207
28 375
28 200
28 165
28 95
28 235
28 375
28 375
28 207
28 263
28 256
28 179
28 235
28 375
28 81
28 242
28 207
28 165
28 256
28 200
28 256
28 193
28 116
28 207
28 193
28 214
28 298
28 193
28 81
28 298
28 193
28 284
28 256
28 207
28 179
28 214
28 375
28 235
28 270
28 207
28 235
28 32
28 298
28 116
28 186
28 32
28 46
28 235
28 375
28 249
28 95
28 186
28 207
28 186
28 214
28 235
28 200
28 256
28 186
28 95
28 242
28 193
28 375
28 165
28 144
28 186
28 298
28 312
28 312
28 312
28 207
28 123
28 375
28 249
28 452
28 375
28 200
28 312
28 179
28 256
28 312
28 263
28 207
28 207
28 193
28 235
28 186
28 256
28 95
28 256
45 2147
45 1850
45 680
45 1238
45 734
45 1436
45 491
45 1211
45 1121
45 1193
45 869
45 833
45 1112
45 1094
45 1463
45 680
45 1778
45 419
45 779
45 1481
45 860
45 968
45 275
45 572
45 815
45 617
45 1265
45 1247
45 1229
45 1058
45 464
45 671
45 896
45 1112
45 1175
45 1265
45 770
45 482
45 923
45 725
45 1607
45 1013
45 1238
45 752
45 590
45 1490
45 113
45 1238
45 797
45 1598
45 1247
45 500
45 860
45 1166
45 1517
45 1067
45 1850
45 113
45 1364
45 914
45 1805
45 1139
45 842
45 1166
45 392
45 2120
45 1607
45 1265
45 635
45 842
45 788
45 1409
45 1535
45 428
45 1139
45 1490
45 491
45 1850
45 1022
45 815
45 1679
45 644
45 608
45 1337
45 1310
45 1067
45 968
45 356
45 635
45 1508
45 635
45 761
45 1598
45 761
45 608
45 1553
45 680
45 662
45 1274
45 1481
66 7068
66 13745
66 1755
66 2833
66 1513
66 3834
66 4637
66 6584
66 3273
66 3394
66 2492
66 5374
66 8729
66 4197
66 10687
66 7222
66 2866
66 5792
66 5583
66 2294
66 5462
66 5924
66 6650
66 4582
66 6133
66 5418
66 3526
66 5121
66 5627
66 5726
66 5363
66 5594
66 2690
66 4989
66 6936
66 3548
66 6474
66 5583
66 8685
66 3174
66 5121
66 4758
66 4384
66 9950
66 3031
66 6056
66 380
66 5308
66 3372
66 4659
66 5583
66 5616
66 7640
66 4241
66 3020
66 6144
66 5759
66 5308
66 7233
66 2943
66 8773
66 6045
66 2679
66 3383
66 9620
66 4868
66 4406
66 4703
66 5484
66 6936
66 6628
66 4274
66 5979
66 5528
66 4703
66 5154
66 8058
66 3581
66 4692
66 5022
66 8542
